INFO 2023-01-23 21:15:44,850 autoreload 75954 4552019456 Watching for file changes with StatReloader
INFO 2023-01-23 21:18:18,157 autoreload 75954 4552019456 /Users/misza/dev/etc/scie/scie/settings.py changed, reloading.
INFO 2023-01-23 21:18:20,679 autoreload 76067 4604190208 Watching for file changes with StatReloader
INFO 2023-01-23 21:18:54,113 autoreload 76067 4604190208 /Users/misza/dev/etc/scie/scie/settings.py changed, reloading.
INFO 2023-01-23 21:18:54,872 autoreload 76094 4573306368 Watching for file changes with StatReloader
INFO 2023-01-23 21:19:04,052 autoreload 76094 4573306368 /Users/misza/dev/etc/scie/scie/settings.py changed, reloading.
INFO 2023-01-23 21:19:05,294 autoreload 76107 4761087488 Watching for file changes with StatReloader
INFO 2023-01-23 21:19:24,078 autoreload 76107 4761087488 /Users/misza/dev/etc/scie/scie/settings.py changed, reloading.
INFO 2023-01-23 21:19:25,371 autoreload 76156 4697185792 Watching for file changes with StatReloader
INFO 2023-01-23 21:19:43,811 basehttp 76156 123145384968192 "GET / HTTP/1.1" 200 10746
INFO 2023-01-23 21:19:43,890 basehttp 76156 123145384968192 "GET /static/admin/css/fonts.css HTTP/1.1" 200 423
INFO 2023-01-23 21:19:44,227 basehttp 76156 123145390223360 "GET /static/admin/fonts/Roboto-Regular-webfont.woff HTTP/1.1" 200 85876
INFO 2023-01-23 21:19:44,228 basehttp 76156 123145395478528 "GET /static/admin/fonts/Roboto-Light-webfont.woff HTTP/1.1" 200 85692
INFO 2023-01-23 21:19:44,238 basehttp 76156 123145384968192 "GET /static/admin/fonts/Roboto-Bold-webfont.woff HTTP/1.1" 200 86184
WARNING 2023-01-23 21:19:44,809 basehttp 76156 123145384968192 "GET /favicon.ico HTTP/1.1" 404 1993
INFO 2023-01-23 21:19:48,532 basehttp 76156 123145384968192 "GET /admin HTTP/1.1" 301 0
INFO 2023-01-23 21:19:48,631 basehttp 76156 123145384968192 "GET /admin/ HTTP/1.1" 302 0
INFO 2023-01-23 21:19:49,532 basehttp 76156 123145384968192 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 2257
INFO 2023-01-23 21:19:49,563 basehttp 76156 123145390223360 "GET /static/admin/css/login.css HTTP/1.1" 200 939
INFO 2023-01-23 21:19:49,568 basehttp 76156 123145395478528 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2271
